ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S00267,23,3,train,0.0022214176846302,0.0031542683761001,LOW,grade2,13.7,0.0,0.014094,2025-11-05
S00268,23,7,train,0.0,0.0031197256168117,LOW,grade2,47.4,0.0,0.014059,2025-11-05
S00269,23,7,train,0.0,0.0027445938414617,LOW,grade1,24.3,0.0,0.013684,2025-11-05
S00270,23,7,train,0.0021931566452205,0.0032137946534267,LOW,grade2,24.8,0.0,0.014154,2025-11-05
S00271,23,1,train,0.0,0.0032483229916094,LOW,grade2,21.5,0.0,0.014188,2025-11-05
S00272,23,6,test,0.0,0.0027180731058037,LOW,grade1,30.4,0.0,0.013658,2025-12-11
S00273,23,5,train,0.0023947190902958,0.0031182278685621,LOW,grade2,49.7,0.0,0.014058,2025-11-05
S00274,23,5,test,0.0022248783479494,0.0032138963352246,LOW,grade2,35.0,0.0,0.014154,2025-12-11
S00275,23,1,train,0.0,0.0027709457400479,LOW,grade1,31.9,0.0,0.013711,2025-11-05
S00276,23,4,test,0.0,0.0031107094565817,LOW,grade2,23.8,0.0,0.01405,2025-12-11
S00277,4,10,train,0.0,0.0034762051386148,MED,grade3,38.0,0.0,0.014416,2025-10-05
S00278,4,10,train,0.0024270303793883,0.0034533733327461,MED,grade3,35.1,0.0,0.014393,2025-10-05
S00279,13,20,val,0.0,0.0026943714014233,LOW,grade1,23.1,0.0,0.013634,2025-11-21
S00280,13,20,test,0.004838324985519,0.0031148243559782,LOW,grade2,26.5,0.0,0.014055,2025-12-06
S00281,12,25,test,0.0,0.0027723917708319,LOW,grade1,50.6,0.0,0.013712,2025-12-05
S00282,13,17,test,0.0,0.0031327923454397,LOW,grade2,26.4,0.0,0.014073,2025-12-06
S00283,13,21,train,0.0,0.0016645911253695,LOW,grade1,32.0,0.0,0.012604,2025-10-20
S00284,13,15,train,0.0,0.0022375671229779,LOW,grade1,24.1,0.0,0.013177,2025-10-20
S00285,13,17,val,0.0096725538850776,0.0026012422659093,LOW,grade1,51.3,0.0,0.013541,2025-11-21
S00286,12,19,test,0.0,0.0024209974237354,LOW,grade1,21.7,0.0,0.013361,2025-12-05
S00287,12,18,val,0.0,0.0032695951408984,LOW,grade2,26.3,0.0,0.014209,2025-11-20
S00288,12,19,test,0.0024400781610549,0.0023985994940107,LOW,grade1,40.4,0.0,0.013338,2025-12-05
S00289,24,4,train,0.0,0.0032831174252216,MED,grade3,65.0,0.0,0.014223,2025-11-06
S00290,24,12,train,0.0024540301396377,0.0032112274233479,LOW,grade2,38.0,0.0,0.014151,2025-11-06
S00291,24,1,test,0.0023998532081739,0.0032141987587744,LOW,grade2,57.8,0.0,0.014154,2025-12-12
S00292,24,13,val,0.0024525769329464,0.0024298461124181,LOW,grade1,75.6,0.0,0.01337,2025-11-27
S00293,24,17,test,0.0,0.0031391065585749,LOW,grade2,53.1,0.0,0.014079,2025-12-12
S00294,14,13,train,0.0,0.0034327168895872,MED,grade3,11.2,0.0,0.014372,2025-10-21
S00295,13,2,test,0.0,0.0026924838557113,LOW,grade1,71.3,0.0,0.013632,2025-12-06
S00296,13,10,train,0.0,0.0034717130715675,MED,grade3,40.3,0.0,0.014411,2025-10-20
S00297,25,4,train,0.0048750582407611,0.0034367321890741,MED,grade3,49.9,0.0,0.014376,2025-11-08
S00298,5,9,test,0.0,0.0032845899124172,MED,grade3,30.4,0.0,0.014224,2025-12-02
S00299,6,21,test,0.0024485170952803,0.0034589784658406,MED,grade3,30.9,0.0,0.014399,2025-12-02
S00300,4,16,val,0.0,0.0032403824298324,LOW,grade2,43.5,0.0,0.01418,2025-11-16
S00301,17,13,val,0.0,0.0032755540567263,MED,grade3,34.7,0.0,0.014215,2025-11-23
S00302,9,14,train,0.0,0.0032157117283307,LOW,grade2,41.8,0.0,0.014155,2025-10-13
S00303,2,13,train,0.0044147169073886,0.0023790331313639,LOW,grade1,11.9,0.0,0.013319,2025-10-02
S00304,2,13,test,0.0044337985699438,0.0027444260267146,LOW,grade1,17.4,0.0,0.013684,2025-11-30
S00305,9,14,val,0.0065512832342512,0.0031191837449982,LOW,grade2,28.1,0.0,0.014059,2025-11-19
S00306,9,14,test,0.0,0.0031551071617956,LOW,grade2,20.3,0.0,0.014095,2025-12-04
S00307,9,9,test,0.0021930405160925,0.0026789181941846,LOW,grade1,14.7,0.0,0.013619,2025-12-04
S00308,9,9,train,0.0,0.0023891135708227,LOW,grade1,27.7,0.0,0.013329,2025-10-13
S00309,10,1,train,0.0021791077496437,0.0024112699623729,LOW,grade1,9.9,0.0,0.013351,2025-10-15
S00310,10,1,train,0.0156605896916497,0.0027605767443254,LOW,grade1,15.9,0.0,0.0137,2025-10-15
S00311,10,3,train,0.0,0.0016250029699675,LOW,grade1,27.8,0.0,0.012565,2025-10-15
S00312,10,3,train,0.0022374990433228,0.0014886037091482,LOW,grade1,22.1,0.0,0.012428,2025-10-15
S00313,10,14,train,0.0,0.0016305292459015,LOW,grade1,34.3,0.0,0.01257,2025-10-15
S00314,10,24,train,0.0021928953719759,0.001263252708895,LOW,grade1,43.2,0.0,0.012203,2025-10-15
S00315,9,22,train,0.0021781336418657,0.0031219618712297,LOW,grade2,20.2,0.0,0.014062,2025-10-13
S00316,10,24,train,0.0,0.0021450535270862,LOW,grade1,46.9,0.0,0.013085,2025-10-15
S00317,10,14,val,0.0,0.0015556950638832,LOW,grade1,36.3,0.0,0.012495,2025-11-19
S00318,10,14,train,0.0022137295775651,0.0016191088541007,LOW,grade1,34.2,0.0,0.012559,2025-10-15
S00319,10,24,train,0.0021892730027839,0.0015483509425525,LOW,grade1,31.5,0.0,0.012488,2025-10-15
S00320,26,14,val,0.0,0.0003083907467725,LOW,grade1,23.0,0.0,0.011248,2025-11-28
S00321,26,16,train,0.0,0.0003083907467725,LOW,grade1,22.0,0.0,0.011248,2025-11-10
S00322,22,22,val,0.0,0.0012430608141442,LOW,grade1,68.8,0.0,0.012183,2025-11-26
S00323,24,16,train,0.0,0.0023812796750189,LOW,grade1,21.8,0.0,0.013321,2025-11-06
S00324,24,18,train,0.002440437609255,0.0032167025021466,LOW,grade2,26.6,0.0,0.014156,2025-11-06
S00325,24,18,train,0.0,0.0032735764690611,MED,grade3,45.3,0.0,0.014213,2025-11-06
S00326,24,10,train,0.0,0.0031123051500944,LOW,grade2,39.0,0.0,0.014052,2025-11-06
S00327,24,15,train,0.0044787484736659,0.0032394593317981,LOW,grade2,55.1,0.0,0.014179,2025-11-06
S00328,24,10,train,0.0,0.0027654697214002,LOW,grade1,44.7,0.0,0.013705,2025-11-06
S00329,24,10,train,0.0021770745724698,0.0022352663321135,LOW,grade1,40.9,0.0,0.013175,2025-11-06
S00330,24,12,val,0.0022366834080394,0.0031054219409109,LOW,grade1,42.4,0.0,0.014045,2025-11-27
S00331,24,11,train,0.0,0.0032478959164612,LOW,grade2,20.5,0.0,0.014188,2025-11-06
S00332,24,14,train,0.0,0.0027586964847992,LOW,grade1,44.2,0.0,0.013698,2025-11-06
S00333,24,15,test,0.0,0.0024067694986121,LOW,grade1,45.9,0.0,0.013347,2025-12-12
S00334,24,13,train,0.0072413089722295,0.003122546730094,LOW,grade2,30.3,0.0,0.014062,2025-11-06
S00335,24,13,train,0.0,0.0032650249185914,LOW,grade2,25.9,0.0,0.014205,2025-11-06
S00336,24,13,train,0.0,0.0026909682423963,LOW,grade1,56.9,0.0,0.013631,2025-11-06
S00337,24,13,val,0.0,0.003128791536839,LOW,grade2,33.5,0.0,0.014069,2025-11-27
S00338,24,14,val,0.0,0.003251809189613,LOW,grade2,55.9,0.0,0.014192,2025-11-27
S00339,24,16,train,0.0,0.003134079923661,LOW,grade2,46.3,0.0,0.014074,2025-11-06
S00340,24,11,train,0.0,0.0031115079905646,LOW,grade2,23.5,0.0,0.014051,2025-11-06
S00341,24,23,train,0.0,0.0032139488506543,LOW,grade2,28.6,0.0,0.014154,2025-11-06
S00342,24,21,train,0.0239999227366672,0.0023881962801054,LOW,grade1,32.0,0.0,0.013328,2025-11-06
S00343,24,18,train,0.0071593200806683,0.0031389524055843,LOW,grade2,33.6,0.0,0.014079,2025-11-06
S00344,24,22,train,0.0,0.0031460707496844,LOW,grade2,24.7,0.0,0.014086,2025-11-06
S00345,24,23,val,0.0,0.0026036560698443,LOW,grade1,37.1,0.0,0.013543,2025-11-27
S00346,24,18,test,0.0,0.0032404325760722,LOW,grade2,36.9,0.0,0.01418,2025-12-12
S00347,24,17,train,0.0,0.0027550425673096,LOW,grade1,26.8,0.0,0.013695,2025-11-06
S00348,24,15,val,0.0,0.0029796495497393,LOW,grade1,35.3,0.0,0.013919,2025-11-27
S00349,24,18,train,0.0,0.0034162202909231,MED,grade3,25.0,0.0,0.014356,2025-11-06
S00350,24,13,train,0.0022072702240579,0.0027580903573184,LOW,grade1,38.0,0.0,0.013698,2025-11-06
S00351,10,7,train,0.0,0.0015118399904234,LOW,grade1,40.0,0.0,0.012452,2025-10-15
S00352,2,20,train,0.0,0.0023839227930934,LOW,grade1,16.1,0.0,0.013324,2025-10-02
S00353,4,21,test,0.0,0.0032862038981978,MED,grade3,22.9,0.0,0.014226,2025-12-01
S00354,4,16,train,0.0047855643499528,0.0031305139215243,LOW,grade2,43.4,0.0,0.01407,2025-10-05
S00355,6,19,test,0.0,0.003445869717143,MED,grade3,32.3,0.0,0.014386,2025-12-02
S00356,6,22,train,0.0,0.003157824706265,LOW,grade2,21.7,0.0,0.014098,2025-10-09
S00357,4,22,train,0.0,0.0034453805050514,MED,grade3,15.9,0.0,0.014385,2025-10-05
S00358,8,8,train,0.0,0.003446343336387,MED,grade3,32.8,0.0,0.014386,2025-10-12
S00359,8,5,val,0.0,0.0034498376343949,MED,grade3,43.6,0.0,0.01439,2025-11-18
S00360,8,10,train,0.0,0.0034931015697194,MED,grade3,22.1,0.0,0.014433,2025-10-12
S00361,8,25,train,0.0024229128580134,0.0034710082566017,MED,grade3,42.8,0.0,0.014411,2025-10-12
S00362,8,5,train,0.0,0.0034434009498899,MED,grade3,31.7,0.0,0.014383,2025-10-12
S00363,6,19,train,0.0,0.0032904987695388,MED,grade3,25.1,0.0,0.01423,2025-10-09
S00364,10,8,val,0.0,0.0031554720152914,LOW,grade2,39.8,0.0,0.014095,2025-11-19
S00365,9,3,val,0.0,0.0031210177289401,LOW,grade2,26.0,0.0,0.014061,2025-11-19
S00366,10,21,train,0.0044445636815653,0.0029774463488403,LOW,grade1,23.1,0.0,0.013917,2025-10-15
S00367,10,25,test,0.0,0.0031172907013317,LOW,grade2,31.6,0.0,0.014057,2025-12-04
S00368,10,16,val,0.0,0.0031431166864021,LOW,grade2,14.7,0.0,0.014083,2025-11-19
S00369,9,3,train,0.0,0.0032400944848214,LOW,grade2,41.0,0.0,0.01418,2025-10-13
S00370,9,2,test,0.0021874807440075,0.0032495933091217,LOW,grade2,33.9,0.0,0.014189,2025-12-04
S00371,9,2,train,0.0087046378029984,0.0031323327660778,LOW,grade2,30.3,0.0,0.014072,2025-10-13
S00372,9,2,val,0.0,0.0031556603460349,LOW,grade2,28.9,0.0,0.014095,2025-11-19
S00373,10,21,train,0.0023894345645892,0.0027372046939302,LOW,grade1,22.9,0.0,0.013677,2025-10-15
S00374,10,25,test,0.0065639156332131,0.0031154054188026,LOW,grade2,39.2,0.0,0.014055,2025-12-04
S00375,10,25,val,0.0022274809297155,0.0031147490337784,LOW,grade2,32.1,0.0,0.014055,2025-11-19
S00376,9,2,train,0.0022044799290308,0.0032604953492702,LOW,grade2,24.6,0.0,0.0142,2025-10-13
S00377,9,2,train,0.0066640743372799,0.0032755068086478,MED,grade3,29.1,0.0,0.014215,2025-10-13
S00378,10,25,train,0.0,0.0031077859814049,LOW,grade1,34.9,0.0,0.014048,2025-10-15
S00379,10,25,train,0.0024318042813455,0.0024161171564906,LOW,grade1,25.4,0.0,0.013356,2025-10-15
S00380,9,4,train,0.0,0.0032433664683303,LOW,grade2,24.3,0.0,0.014183,2025-10-13
S00381,9,2,test,0.0071938280718514,0.0032544872546508,LOW,grade2,14.5,0.0,0.014194,2025-12-04
S00382,10,21,test,0.0,0.0031270625695211,LOW,grade2,26.5,0.0,0.014067,2025-12-04
S00383,8,6,train,0.0,0.003483844355547,MED,grade3,43.5,0.0,0.014424,2025-10-12
S00384,9,4,train,0.0043461531734788,0.0027340795817828,LOW,grade1,35.0,0.0,0.013674,2025-10-13
S00385,10,5,test,0.0,0.0031063761819504,LOW,grade1,24.8,0.0,0.014046,2025-12-04
S00386,10,5,val,0.0,0.0031221993598922,LOW,grade2,32.0,0.0,0.014062,2025-11-19
S00387,10,8,val,0.0066999191156646,0.0029781366392105,LOW,grade1,25.3,0.0,0.013918,2025-11-19
S00388,10,5,train,0.0,0.0032624024294368,LOW,grade2,9.5,0.0,0.014202,2025-10-15
S00389,10,9,train,0.0120899864747837,0.0026033309437523,LOW,grade1,29.3,0.0,0.013543,2025-10-15
S00390,10,4,train,0.0,0.0027314866584539,LOW,grade1,25.4,0.0,0.013671,2025-10-15
S00391,10,4,test,0.0,0.0027357745497361,LOW,grade1,35.0,0.0,0.013676,2025-12-04
S00392,10,8,test,0.0,0.0031435569213098,LOW,grade2,20.2,0.0,0.014083,2025-12-04
S00393,8,5,train,0.0,0.0034576012998752,MED,grade3,26.4,0.0,0.014397,2025-10-12
S00394,10,13,test,0.0,0.0032833524483929,MED,grade3,24.9,0.0,0.014223,2025-12-04
S00395,10,8,train,0.0,0.0032499117171268,LOW,grade2,15.7,0.0,0.01419,2025-10-15
S00396,10,8,train,0.0,0.0032405277428604,LOW,grade2,20.8,0.0,0.01418,2025-10-15
S00397,10,9,test,0.0,0.0026888625580051,LOW,grade1,20.3,0.0,0.013629,2025-12-04
S00398,10,13,train,0.0,0.0027426373025285,LOW,grade1,14.8,0.0,0.013682,2025-10-15
S00399,10,8,val,0.0021992415492926,0.0031349637862086,LOW,grade2,26.7,0.0,0.014075,2025-11-19
S00400,8,4,train,0.0,0.0034813184309537,MED,grade3,19.9,0.0,0.014421,2025-10-12
S00401,10,8,val,0.0,0.0032423884858712,LOW,grade2,22.6,0.0,0.014182,2025-11-19
S00402,10,25,train,0.0,0.0024215986690658,LOW,grade1,37.6,0.0,0.013361,2025-10-15
S00403,10,13,train,0.0043498619334567,0.0031477816457848,LOW,grade2,37.8,0.0,0.014088,2025-10-15
S00404,10,13,train,0.0,0.0032898936462737,MED,grade3,24.6,0.0,0.01423,2025-10-15
S00405,10,16,train,0.0,0.0027562399639575,LOW,grade1,33.9,0.0,0.013696,2025-10-15
S00406,10,21,train,0.0,0.0032125824764085,LOW,grade2,28.5,0.0,0.014152,2025-10-15
S00407,10,9,val,0.0043740951475707,0.002980143734748,LOW,grade1,29.4,0.0,0.01392,2025-11-19
S00408,3,8,train,0.0022408584697236,0.0026768913195402,LOW,grade1,15.8,0.0,0.013617,2025-10-04
S00409,3,6,train,0.002175502182068,0.0016387763656619,LOW,grade1,54.9,0.0,0.012579,2025-10-04
S00410,3,3,train,0.0,0.0021432661102648,LOW,grade1,28.8,0.0,0.013083,2025-10-04
S00411,1,23,train,0.0,0.0003083907467725,LOW,grade1,34.2,0.0,0.011248,2025-10-01
S00412,1,2,train,0.0,0.0003083907467725,LOW,grade1,23.6,0.0,0.011248,2025-10-01
S00413,1,13,test,0.0,0.0003083907467725,LOW,grade1,23.9,0.0,0.011248,2025-11-30
S00414,1,16,test,0.0,0.0003083907467725,LOW,grade1,40.3,0.0,0.011248,2025-11-30
S00415,1,12,val,0.0,0.0003083907467725,LOW,grade1,25.5,0.0,0.011248,2025-11-15
S00416,1,13,train,0.0,0.0015270438016344,LOW,grade1,36.2,0.0,0.012467,2025-10-01
S00417,5,23,train,0.0065888903619249,0.0032107815792384,LOW,grade2,30.8,0.0,0.014151,2025-10-07
S00418,7,1,test,0.004480868404919,0.0032782027236976,MED,grade3,25.9,0.0,0.014218,2025-12-03
S00419,8,6,val,0.0,0.0034832943596349,MED,grade3,38.9,0.0,0.014423,2025-11-18
S00420,8,25,train,0.0067010031280336,0.0034686861961753,MED,grade3,33.1,0.0,0.014408,2025-10-12
S00421,8,25,val,0.0,0.0034813458892813,MED,grade3,40.1,0.0,0.014421,2025-11-18
S00422,8,16,test,0.0,0.0034320910774675,MED,grade3,30.9,0.0,0.014372,2025-12-03
S00423,8,17,train,0.0022000593174946,0.0034899047080692,MED,grade3,32.0,0.0,0.01443,2025-10-12
S00424,8,6,test,0.0,0.0032884927894513,MED,grade3,47.1,0.0,0.014228,2025-12-03
S00425,8,21,val,0.0044332646489514,0.0034457743945485,MED,grade3,30.5,0.0,0.014386,2025-11-18
S00426,8,8,test,0.0022040693239671,0.003479782545275,MED,grade3,28.4,0.0,0.01442,2025-12-03
S00427,8,11,val,0.006688108086286,0.0034346069198846,MED,grade3,25.6,0.0,0.014374,2025-11-18
S00428,8,13,val,0.0,0.0034679680824129,MED,grade3,25.1,0.0,0.014408,2025-11-18
S00429,8,11,train,0.0,0.0034608380087542,MED,grade3,22.3,0.0,0.014401,2025-10-12
S00430,8,21,train,0.0065350023668016,0.0032792654858359,MED,grade3,33.3,0.0,0.014219,2025-10-12
S00431,8,13,val,0.0,0.0034511298629184,MED,grade3,49.8,0.0,0.014391,2025-11-18
S00432,8,12,train,0.0,0.0034327464599174,MED,grade3,22.8,0.0,0.014373,2025-10-12
S00433,8,11,test,0.0,0.0034750234758672,MED,grade3,30.1,0.0,0.014415,2025-12-03
S00434,8,13,train,0.002191705914519,0.0034482048018784,MED,grade3,36.2,0.0,0.014388,2025-10-12
S00435,8,13,train,0.0,0.0034640383464444,MED,grade3,24.8,0.0,0.014404,2025-10-12
S00436,8,18,train,0.0,0.0032851224558724,MED,grade3,31.6,0.0,0.014225,2025-10-12
S00437,8,15,val,0.0,0.0034355974773083,MED,grade3,36.2,0.0,0.014375,2025-11-18
S00438,26,16,train,0.0,0.0003083907467725,LOW,grade1,48.1,0.0,0.011248,2025-11-10
S00439,4,10,train,0.0,0.0032675798053251,LOW,grade2,56.8,0.0,0.014207,2025-10-05
S00440,27,1,train,0.0122367980460517,0.0003083907467725,LOW,grade1,36.7,0.0,0.011248,2025-11-11
S00441,23,20,train,0.0,0.0003083907467725,LOW,grade1,47.4,0.0,0.011248,2025-11-05
S00442,23,21,test,0.0,0.0003083907467725,LOW,grade1,25.8,0.0,0.011248,2025-12-11
S00443,19,22,test,0.0,0.0032421304371224,LOW,grade2,45.1,0.0,0.014182,2025-12-09
S00444,21,24,val,0.0024359162868205,0.0031254369923625,LOW,grade2,47.5,0.0,0.014065,2025-11-25
S00445,26,1,test,0.0,0.002743529730719,LOW,grade1,46.5,0.0,0.013683,2025-12-13
S00446,26,3,train,0.0,0.0031267958521964,LOW,grade2,36.6,0.0,0.014067,2025-11-10
S00447,26,3,test,0.0,0.0031120591122923,LOW,grade2,41.8,0.0,0.014052,2025-12-13
S00448,21,24,train,0.012265971677205,0.0031531148842738,LOW,grade2,26.7,0.0,0.014093,2025-11-02
S00449,21,2,val,0.0,0.0031198892437973,LOW,grade2,32.0,0.0,0.01406,2025-11-25
S00450,21,1,train,0.0,0.0034369443730816,MED,grade3,39.9,0.0,0.014377,2025-11-02
S00451,19,19,test,0.0,0.00324956948527,LOW,grade2,22.9,0.0,0.014189,2025-12-09
S00452,21,24,train,0.0048683965637152,0.0027441373247132,LOW,grade1,55.2,0.0,0.013684,2025-11-02
S00453,21,19,train,0.0024367761990213,0.0027394689643576,LOW,grade1,41.1,0.0,0.013679,2025-11-02
S00454,21,16,train,0.0,0.001825738896486,LOW,grade1,50.8,0.0,0.012766,2025-11-02
S00455,21,4,train,0.0,0.0011551304208654,LOW,grade1,33.1,0.0,0.012095,2025-11-02
S00456,19,25,train,0.0,0.0027154931307473,LOW,grade1,36.7,0.0,0.013655,2025-10-29
S00457,21,19,train,0.0047714366632584,0.0031058511392781,LOW,grade1,42.0,0.0,0.014046,2025-11-02
S00458,20,5,test,0.0,0.0016637411090921,LOW,grade1,57.5,0.0,0.012604,2025-12-10
S00459,21,1,val,0.0,0.0034393323780781,MED,grade3,48.4,0.0,0.014379,2025-11-25
S00460,16,10,val,0.0,0.0011506619680411,LOW,grade1,55.7,0.0,0.01209,2025-11-23
S00461,28,23,train,0.0,0.002747688782183,LOW,grade1,33.8,0.0,0.013687,2025-11-13
S00462,16,10,train,0.0,0.0015052407045277,LOW,grade1,51.9,0.0,0.012445,2025-10-25
S00463,28,23,train,0.0,0.0026894143321166,LOW,grade1,32.2,0.0,0.013629,2025-11-13
S00464,16,3,train,0.0,0.0003083907467725,LOW,grade1,38.2,0.0,0.011248,2025-10-25
S00465,28,25,train,0.0,0.0023799854752278,LOW,grade1,32.1,0.0,0.01332,2025-11-13
S00466,28,19,val,0.0,0.0027157589760732,LOW,grade1,22.2,0.0,0.013656,2025-11-29
S00467,28,23,train,0.0047907539412867,0.0016522392252571,LOW,grade1,22.3,0.0,0.012592,2025-11-13
S00468,28,25,val,0.002437457393539,0.0014883280197188,LOW,grade1,31.9,0.0,0.012428,2025-11-29
S00469,28,20,train,0.0024476488781198,0.0024158105866348,LOW,grade1,22.7,0.0,0.013356,2025-11-13
S00470,16,10,train,0.0,0.0010433105247608,LOW,grade1,42.7,0.0,0.011983,2025-10-25
S00471,16,10,test,0.0,0.0010212089339296,LOW,grade1,46.5,0.0,0.011961,2025-12-08
S00472,28,25,train,0.0,0.0022467206582407,LOW,grade1,26.4,0.0,0.013186,2025-11-13
S00473,16,8,train,0.0,0.0003083907467725,LOW,grade1,37.7,0.0,0.011248,2025-10-25
S00474,16,10,test,0.0,0.0014923852832903,LOW,grade1,45.6,0.0,0.012432,2025-12-08
S00475,23,15,train,0.0,0.0027296370579623,LOW,grade1,46.6,0.0,0.013669,2025-11-05
S00476,23,14,train,0.0048258518065386,0.0024032803327574,LOW,grade1,35.8,0.0,0.013343,2025-11-05
S00477,16,4,val,0.0024248278957665,0.0003083907467725,LOW,grade1,25.3,0.0,0.011248,2025-11-23
S00478,28,22,train,0.0,0.0027149054978937,LOW,grade1,40.1,0.0,0.013655,2025-11-13
S00479,16,4,test,0.0047739115817784,0.0008511044088754,LOW,grade1,31.1,0.0,0.011791,2025-12-08
S00480,23,15,val,0.0048673953069299,0.0027612971271005,LOW,grade1,41.5,0.0,0.013701,2025-11-26
S00481,23,14,test,0.0119378750102084,0.002682795997519,LOW,grade1,45.8,0.0,0.013623,2025-12-11
S00482,23,14,train,0.0,0.002419760713695,LOW,grade1,30.6,0.0,0.01336,2025-11-05
S00483,23,14,train,0.0,0.002747538536395,LOW,grade1,34.0,0.0,0.013687,2025-11-05
S00484,28,16,train,0.0,0.0022338131266581,LOW,grade1,39.3,0.0,0.013174,2025-11-13
S00485,28,14,train,0.0,0.0027094899623977,LOW,grade1,33.5,0.0,0.013649,2025-11-13
S00486,23,10,train,0.0023937848290876,0.001050568704281,LOW,grade1,33.7,0.0,0.01199,2025-11-05
S00487,23,14,train,0.0047925556278778,0.0026972279190844,LOW,grade1,31.9,0.0,0.013637,2025-11-05
S00488,23,10,train,0.0024354507544016,0.0016399660506458,LOW,grade1,38.0,0.0,0.01258,2025-11-05
S00489,23,12,val,0.0,0.0029766880920304,LOW,grade1,41.0,0.0,0.013916,2025-11-26
S00490,28,8,val,0.0,0.0010622172114559,LOW,grade1,37.6,0.0,0.012002,2025-11-29
S00491,23,9,train,0.0,0.001821242359464,LOW,grade1,45.8,0.0,0.012761,2025-11-05
S00492,28,6,val,0.0,0.0015251555285887,LOW,grade1,41.3,0.0,0.012465,2025-11-29
S00493,28,5,train,0.0,0.0003083907467725,LOW,grade1,49.8,0.0,0.011248,2025-11-13
S00494,28,4,val,0.0,0.0010194999398944,LOW,grade1,23.9,0.0,0.011959,2025-11-29
S00495,24,17,train,0.0,0.0027727034790071,LOW,grade1,27.8,0.0,0.013712,2025-11-06
S00496,24,21,val,0.0,0.0027339334941834,LOW,grade1,45.7,0.0,0.013674,2025-11-27
S00497,24,19,train,0.0043514615044499,0.0027333531003727,LOW,grade1,39.9,0.0,0.013673,2025-11-06
S00498,24,22,train,0.0,0.0023993709474345,LOW,grade1,31.1,0.0,0.013339,2025-11-06
S00499,24,21,train,0.0,0.0031145547711126,LOW,grade2,42.7,0.0,0.014054,2025-11-06
S00500,24,22,train,0.0021848266645565,0.003213195144438,LOW,grade2,24.3,0.0,0.014153,2025-11-06
S00501,5,10,train,0.0021832142888519,0.0032741784302635,MED,grade3,50.5,0.0,0.014214,2025-10-07
S00502,5,22,train,0.0022247289590775,0.0027579900864976,LOW,grade1,49.3,0.0,0.013698,2025-10-07
S00503,5,10,train,0.0,0.0032486227296236,LOW,grade2,20.5,0.0,0.014188,2025-10-07
S00504,5,10,val,0.0021966753738105,0.0034450250327764,MED,grade3,45.7,0.0,0.014385,2025-11-17
S00505,5,10,train,0.0,0.0034434207469248,MED,grade3,18.7,0.0,0.014383,2025-10-07
S00506,5,16,val,0.0,0.0032749214348465,MED,grade3,26.9,0.0,0.014215,2025-11-17
S00507,5,22,val,0.0021825815064643,0.0031436646642735,LOW,grade2,35.6,0.0,0.014083,2025-11-17
S00508,5,4,test,0.0021780477329897,0.0032458927538452,LOW,grade2,43.7,0.0,0.014186,2025-12-02
S00509,5,10,test,0.0,0.0032908576708507,MED,grade3,44.8,0.0,0.014231,2025-12-02
S00510,5,16,train,0.0022227290819726,0.0032915675633526,MED,grade3,32.1,0.0,0.014231,2025-10-07
S00511,5,16,test,0.0,0.0032546190013109,LOW,grade2,17.8,0.0,0.014194,2025-12-02
S00512,7,17,train,0.0043474647807241,0.0027324336200703,LOW,grade1,31.8,0.0,0.013672,2025-10-10
S00513,5,4,train,0.0,0.003471437337965,MED,grade3,33.0,0.0,0.014411,2025-10-07
S00514,5,4,train,0.0,0.0034476713582705,MED,grade3,52.3,0.0,0.014387,2025-10-07
S00515,5,4,train,0.0065527516282994,0.0034617479195975,MED,grade3,23.8,0.0,0.014402,2025-10-07
S00516,5,4,train,0.0,0.0034708524978279,MED,grade3,22.0,0.0,0.014411,2025-10-07
S00517,7,10,test,0.0,0.0032565366784494,LOW,grade2,34.3,0.0,0.014196,2025-12-03
S00518,7,10,train,0.0,0.0032551574231231,LOW,grade2,37.8,0.0,0.014195,2025-10-10
S00519,12,10,train,0.0,0.0034460622333196,MED,grade3,37.4,0.0,0.014386,2025-10-18
S00520,12,10,train,0.0,0.0029806581154736,LOW,grade1,34.8,0.0,0.01392,2025-10-18
S00521,14,8,train,0.004380398378283,0.003436697292073,MED,grade3,31.7,0.0,0.014376,2025-10-21
S00522,12,14,train,0.0,0.0031492646521351,LOW,grade2,30.7,0.0,0.014089,2025-10-18
S00523,12,10,train,0.0,0.0034490232500334,MED,grade3,12.6,0.0,0.014389,2025-10-18
S00524,12,10,train,0.0073659093266936,0.002760210504977,LOW,grade1,44.6,0.0,0.0137,2025-10-18
S00525,12,10,train,0.0022026334100044,0.0031391257661682,LOW,grade2,15.5,0.0,0.014079,2025-10-18
S00526,14,8,test,0.0,0.0032665223417643,LOW,grade2,14.1,0.0,0.014206,2025-12-06
S00527,14,16,train,0.0022325840475805,0.0029853111782136,LOW,grade1,42.0,0.0,0.013925,2025-10-21
